YY,MM,DD,hh,mm,WTMP
2013,03,19,16,50,9.0
2013,03,19,17,50,9.0
2013,03,19,18,50,9.0
2013,03,19,19,50,9.0
2013,03,19,20,50,9.0
2013,03,19,21,50,9.0
2013,03,19,22,50,9.0
2013,03,19,23,50,9.0
2013,03,20,00,50,9.0
2013,03,20,01,50,9.0
2013,03,20,02,50,9.0
2013,03,20,03,50,9.0
2013,03,20,04,50,9.0
2013,03,20,05,50,9.0
2013,03,20,06,50,9.0
2013,03,20,07,50,9.0
2013,03,20,08,50,9.0
2013,03,20,09,50,9.0
2013,03,20,10,50,9.0
2013,03,20,11,50,9.0
2013,03,20,12,50,9.0
2013,03,20,13,50,9.0
2013,03,20,14,50,9.0
2013,03,20,15,50,9.0
2013,03,20,16,50,9.0
2013,03,20,17,50,9.0
2013,03,20,18,50,9.1
2013,03,20,19,50,9.1
2013,03,20,20,50,9.1
2013,03,20,21,50,9.1
2013,03,20,22,50,9.1
2013,03,20,23,50,9.1
2013,03,21,00,50,9.1
2013,03,21,01,50,9.1
2013,03,21,02,50,9.1
2013,03,21,03,50,9.0
2013,03,21,04,50,9.0
2013,03,21,05,50,9.0
2013,03,21,06,50,9.0
2013,03,21,07,50,9.0
2013,03,21,08,50,9.0
2013,03,21,09,50,8.9
2013,03,21,10,50,
2013,03,21,11,50,9.0
2013,03,21,12,50,9.0
2013,03,21,13,50,9.0
2013,03,21,14,50,9.0
2013,03,21,15,50,8.9
2013,03,21,16,50,9.0
2013,03,21,17,50,9.0
2013,03,21,18,50,9.0
2013,03,21,19,50,9.0
2013,03,21,20,50,9.0
2013,03,21,21,50,9.1
2013,03,21,22,50,9.1
2013,03,21,23,50,9.1
2013,03,22,00,50,9.1
2013,03,22,01,50,9.1
2013,03,22,02,50,9.0
2013,03,22,03,50,9.0
2013,03,22,04,50,9.0
2013,03,22,05,50,9.0
2013,03,22,06,50,9.0
2013,03,22,07,50,9.0
2013,03,22,08,50,9.0
2013,03,22,09,50,9.0
2013,03,22,10,50,8.9
2013,03,22,11,50,8.9
2013,03,22,12,50,8.9
2013,03,22,13,50,8.9
2013,03,22,14,50,8.9
2013,03,22,15,50,8.9
2013,03,22,16,50,8.9
2013,03,22,17,50,9.0
2013,03,22,18,50,9.0
2013,03,22,19,50,9.0
2013,03,22,20,50,9.0
2013,03,22,21,50,9.1
2013,03,22,22,50,9.1
2013,03,22,23,50,9.1
2013,03,23,00,50,9.1
2013,03,23,01,50,9.1
2013,03,23,02,50,9.1
2013,03,23,03,50,9.0
2013,03,23,04,50,9.0
2013,03,23,05,50,9.0
2013,03,23,06,50,9.0
2013,03,23,07,50,9.0
2013,03,23,08,50,8.9
2013,03,23,09,50,8.9
2013,03,23,10,50,8.9
2013,03,23,11,50,8.9
2013,03,23,12,50,8.9
2013,03,23,13,50,8.9
2013,03,23,14,50,8.8
2013,03,23,15,50,8.8
2013,03,23,16,50,8.9
2013,03,23,17,50,8.9
2013,03,23,18,50,9.0
2013,03,23,19,50,9.1
2013,03,23,20,50,9.2
2013,03,23,21,50,9.3
2013,03,23,22,50,9.3
2013,03,23,23,50,9.4
2013,03,24,00,50,9.3
2013,03,24,01,50,9.1
2013,03,24,02,50,9.1
2013,03,24,03,50,9.0
2013,03,24,04,50,9.0
2013,03,24,05,50,9.0
2013,03,24,06,50,9.0
2013,03,24,07,50,8.9
2013,03,24,08,50,8.9
2013,03,24,09,50,8.9
2013,03,24,10,50,8.9
2013,03,24,11,50,8.9
2013,03,24,12,50,8.9
2013,03,24,13,50,8.9
2013,03,24,14,50,8.9
2013,03,24,15,50,8.9
2013,03,24,16,50,9.0
2013,03,24,17,50,9.0
2013,03,24,18,50,9.3
2013,03,24,19,50,9.8
2013,03,24,20,50,9.9
2013,03,24,21,50,10.2
2013,03,24,22,50,10.3
2013,03,24,23,50,10.0
2013,03,25,00,50,9.9
2013,03,25,01,50,9.5
2013,03,25,02,50,9.4
2013,03,25,03,50,9.4
2013,03,25,04,50,9.2
2013,03,25,05,50,9.2
2013,03,25,06,50,9.2
2013,03,25,07,50,9.1
2013,03,25,08,50,9.2
2013,03,25,09,50,9.2
2013,03,25,10,50,9.2
2013,03,25,11,50,9.1
2013,03,25,12,50,9.1
2013,03,25,13,50,9.1
2013,03,25,14,50,9.0
2013,03,25,15,50,9.0
2013,03,25,16,50,9.1
2013,03,25,17,50,9.2
2013,03,25,18,50,9.5
2013,03,25,19,50,9.5
2013,03,25,20,50,9.6
2013,03,25,21,50,9.6
2013,03,25,22,50,9.4
2013,03,25,23,50,9.4
2013,03,26,00,50,9.5
2013,03,26,01,50,9.6
2013,03,26,02,50,9.4
2013,03,26,03,50,9.4
2013,03,26,04,50,9.4
2013,03,26,05,50,9.3
2013,03,26,06,50,9.5
2013,03,26,07,50,9.5
2013,03,26,08,50,9.5
2013,03,26,09,50,9.4
2013,03,26,10,50,9.4
2013,03,26,11,50,9.3
2013,03,26,12,50,9.3
2013,03,26,13,50,9.2
2013,03,26,14,50,9.1
2013,03,26,15,50,9.1
2013,03,26,16,50,9.1
2013,03,26,17,50,9.2
2013,03,26,18,50,9.2
2013,03,26,19,50,9.3
2013,03,26,20,50,9.4
2013,03,26,21,50,9.4
2013,03,26,22,50,9.5
2013,03,26,23,50,9.6
2013,03,27,00,50,9.6
2013,03,27,01,50,9.5
2013,03,27,02,50,9.4
2013,03,27,03,50,9.4
2013,03,27,04,50,9.3
2013,03,27,05,50,9.2
2013,03,27,06,50,9.3
2013,03,27,07,50,9.3
2013,03,27,08,50,9.2
2013,03,27,09,50,9.1
2013,03,27,10,50,9.1
2013,03,27,11,50,9.1
2013,03,27,12,50,9.2
2013,03,27,13,50,9.2
2013,03,27,14,50,9.2
2013,03,27,15,50,9.2
2013,03,27,16,50,9.2
2013,03,27,17,50,9.3
2013,03,27,18,50,9.3
2013,03,27,19,50,9.4
2013,03,27,20,50,9.3
2013,03,27,21,50,9.3
2013,03,27,22,50,9.4
2013,03,27,23,50,9.5
2013,03,28,00,50,9.6
2013,03,28,01,50,9.4
2013,03,28,02,50,9.5
2013,03,28,03,50,9.4
2013,03,28,04,50,9.3
2013,03,28,05,50,9.3
2013,03,28,06,50,9.3
2013,03,28,07,50,9.4
2013,03,28,08,50,9.4
2013,03,28,09,50,9.2
2013,03,28,10,50,9.3
2013,03,28,11,50,9.4
2013,03,28,12,50,9.4
2013,03,28,13,50,9.4
2013,03,28,14,50,9.4
2013,03,28,15,50,9.3
2013,03,28,16,50,9.3
2013,03,28,17,50,9.3
2013,03,28,18,50,9.5
2013,03,28,19,50,9.7
2013,03,28,20,50,10.0
2013,03,28,21,50,10.1
2013,03,28,22,50,10.9
2013,03,28,23,50,10.6
2013,03,29,00,50,10.0
2013,03,29,01,50,10.2
2013,03,29,02,50,9.9
2013,03,29,03,50,9.5
2013,03,29,04,50,9.5
2013,03,29,05,50,9.4
2013,03,29,06,50,9.4
2013,03,29,07,50,9.4
2013,03,29,08,50,9.4
2013,03,29,09,50,9.3
2013,03,29,10,50,9.2
2013,03,29,11,50,9.2
2013,03,29,12,50,9.3
2013,03,29,13,50,9.3
2013,03,29,14,50,9.3
2013,03,29,15,50,9.4
2013,03,29,16,50,9.4
2013,03,29,17,50,9.5
2013,03,29,18,50,9.5
2013,03,29,19,50,9.7
2013,03,29,20,50,9.8
2013,03,29,21,50,9.9
2013,03,29,22,50,9.8
2013,03,29,23,50,9.8
2013,03,30,00,50,9.7
2013,03,30,01,50,9.6
2013,03,30,02,50,9.6
2013,03,30,03,50,9.7
2013,03,30,04,50,9.7
2013,03,30,05,50,9.7
2013,03,30,06,50,9.7
2013,03,30,07,50,9.7
2013,03,30,08,50,9.6
2013,03,30,09,50,9.5
2013,03,30,10,50,9.5
2013,03,30,11,50,9.5
2013,03,30,12,50,9.5
2013,03,30,13,50,9.4
2013,03,30,14,50,9.4
2013,03,30,15,50,9.5
2013,03,30,16,50,9.5
2013,03,30,17,50,9.8
2013,03,30,18,50,9.8
2013,03,30,19,50,10.1
2013,03,30,20,50,10.3
2013,03,30,21,50,10.4
2013,03,30,22,50,10.4
2013,03,30,23,50,10.2
2013,03,31,00,50,10.3
2013,03,31,01,50,10.2
2013,03,31,02,50,9.9
2013,03,31,03,50,9.9
2013,03,31,04,50,9.8
2013,03,31,05,50,9.7
2013,03,31,06,50,10.0
2013,03,31,07,50,10.0
2013,03,31,08,50,10.0
2013,03,31,09,50,10.0
2013,03,31,10,50,10.1
2013,03,31,11,50,10.1
2013,03,31,12,50,10.0
2013,03,31,13,50,9.8
2013,03,31,14,50,9.7
2013,03,31,15,50,9.6
2013,03,31,16,50,9.6
2013,03,31,17,50,9.7
2013,03,31,18,50,9.7
2013,03,31,19,50,9.8
2013,03,31,20,50,9.9
2013,03,31,21,50,9.9
2013,03,31,22,50,9.9
2013,03,31,23,50,10.0
2013,04,01,00,50,10.0
2013,04,01,01,50,9.9
2013,04,01,02,50,9.9
2013,04,01,03,50,9.9
2013,04,01,04,50,9.9
2013,04,01,05,50,9.9
2013,04,01,06,50,9.9
2013,04,01,08,50,9.9
2013,04,01,09,50,9.9
2013,04,01,10,50,9.8
2013,04,01,11,50,9.8
2013,04,01,12,50,9.8
2013,04,01,13,50,9.8
2013,04,01,14,50,9.8
2013,04,01,15,50,9.8
2013,04,01,16,50,9.9
2013,04,01,17,50,9.9
2013,04,01,18,50,9.9
2013,04,01,19,50,10.0
2013,04,01,20,50,10.1
2013,04,01,21,50,10.1
2013,04,01,22,50,10.1
2013,04,01,23,50,10.0
2013,04,02,00,50,9.9
2013,04,02,01,50,10.0
2013,04,02,02,50,10.2
2013,04,02,03,50,10.2
2013,04,02,04,50,10.1
2013,04,02,05,50,10.1
2013,04,02,06,50,10.2
2013,04,02,07,50,9.9
2013,04,02,08,50,9.9
2013,04,02,09,50,9.9
2013,04,02,10,50,
2013,04,02,11,50,9.8
2013,04,02,12,50,9.8
2013,04,02,13,50,9.9
2013,04,02,14,50,9.9
2013,04,02,15,50,9.9
2013,04,02,16,50,9.9
2013,04,02,17,50,10.0
2013,04,02,18,50,10.2
2013,04,02,19,50,10.5
2013,04,02,20,50,10.6
2013,04,02,21,50,10.7
2013,04,02,22,50,10.9
2013,04,02,23,50,11.3
2013,04,03,00,50,10.7
2013,04,03,01,50,10.7
2013,04,03,02,50,10.6
2013,04,03,03,50,10.7
2013,04,03,04,50,10.6
2013,04,03,05,50,10.4
2013,04,03,06,50,10.5
2013,04,03,07,50,10.5
2013,04,03,08,50,10.5
2013,04,03,09,50,10.5
2013,04,03,10,50,10.3
2013,04,03,11,50,10.2
2013,04,03,12,50,10.2
2013,04,03,13,50,10.2
2013,04,03,14,50,10.3
2013,04,03,15,50,10.3
2013,04,03,16,50,10.3
2013,04,03,17,50,10.3
2013,04,03,18,50,10.3
2013,04,03,19,50,10.4
2013,04,03,20,50,10.5
2013,04,03,21,50,10.5
2013,04,03,22,50,10.6
2013,04,03,23,50,10.6
2013,04,04,00,50,10.7
2013,04,04,01,50,10.6
2013,04,04,02,50,10.6
2013,04,04,03,50,10.7
2013,04,04,04,50,10.5
2013,04,04,05,50,10.4
2013,04,04,06,50,10.3
2013,04,04,07,50,10.3
2013,04,04,08,50,10.3
2013,04,04,09,50,10.3
2013,04,04,10,50,10.3
2013,04,04,11,50,10.3
2013,04,04,12,50,10.2
2013,04,04,13,50,10.1
2013,04,04,14,50,10.0
2013,04,04,15,50,10.2
2013,04,04,16,50,10.2
2013,04,04,17,50,10.2
2013,04,04,18,50,10.1
2013,04,04,19,50,9.9
2013,04,04,20,50,9.9
2013,04,04,21,50,10.1
2013,04,04,22,50,10.1
2013,04,04,23,50,10.3
2013,04,05,00,50,10.1
2013,04,05,01,50,9.8
2013,04,05,02,50,9.5
2013,04,05,03,50,9.7
2013,04,05,04,50,9.7
2013,04,05,05,50,9.8
2013,04,05,06,50,9.9
2013,04,05,07,50,10.1
2013,04,05,08,50,10.1
2013,04,05,09,50,10.0
2013,04,05,10,50,9.7
2013,04,05,11,50,9.6
2013,04,05,12,50,9.6
2013,04,05,13,50,9.6
2013,04,05,14,50,9.7
2013,04,05,15,50,9.8
2013,04,05,16,50,9.8
2013,04,05,17,50,9.9
2013,04,05,18,50,9.8
2013,04,05,19,50,9.9
2013,04,05,20,50,9.8
2013,04,05,21,50,9.8
2013,04,05,22,50,9.8
2013,04,05,23,50,9.8
2013,04,06,00,50,9.8
2013,04,06,01,50,9.8
2013,04,06,02,50,9.8
2013,04,06,03,50,9.6
2013,04,06,04,50,9.5
2013,04,06,05,50,9.5
2013,04,06,06,50,9.5
2013,04,06,07,50,9.5
2013,04,06,08,50,9.5
2013,04,06,09,50,9.4
2013,04,06,10,50,9.5
2013,04,06,11,50,9.7
2013,04,06,12,50,9.9
2013,04,06,13,50,9.9
2013,04,06,14,50,9.8
2013,04,06,15,50,9.8
2013,04,06,16,50,9.8
2013,04,06,17,50,9.9
2013,04,06,18,50,9.9
2013,04,06,19,50,9.9
2013,04,06,20,50,9.9
2013,04,06,21,50,9.8
2013,04,06,22,50,9.8
2013,04,06,23,50,9.8
2013,04,07,00,50,9.9
2013,04,07,01,50,9.9
2013,04,07,02,50,10.0
2013,04,07,03,50,10.0
2013,04,07,04,50,10.0
2013,04,07,05,50,10.0
2013,04,07,06,50,9.9
2013,04,07,07,50,9.9
2013,04,07,08,50,9.9
2013,04,07,09,50,9.9
2013,04,07,10,50,9.8
2013,04,07,11,50,9.8
2013,04,07,12,50,9.9
2013,04,07,13,50,9.9
2013,04,07,14,50,9.8
2013,04,07,16,50,9.8
2013,04,07,17,50,9.9
2013,04,07,18,50,9.9
2013,04,07,19,50,9.9
2013,04,07,20,50,9.9
2013,04,07,21,50,9.9
2013,04,07,22,50,9.9
2013,04,07,23,50,9.9
2013,04,08,00,50,9.9
2013,04,08,01,50,9.9
2013,04,08,02,50,9.9
2013,04,08,03,50,9.9
2013,04,08,04,50,9.9
2013,04,08,05,50,9.9
2013,04,08,06,50,9.8
2013,04,08,07,50,9.8
2013,04,08,08,50,9.8
2013,04,08,09,50,9.8
2013,04,08,10,50,9.8
2013,04,08,11,50,9.8
2013,04,08,12,50,9.8
2013,04,08,13,50,9.7
2013,04,08,14,50,9.7
2013,04,08,15,50,
2013,04,08,16,50,9.8
2013,04,08,17,50,9.8
2013,04,08,18,50,9.8
2013,04,08,19,50,9.8
2013,04,08,20,50,9.9
2013,04,08,21,50,9.9
2013,04,08,22,50,10.0
2013,04,08,23,50,10.0
2013,04,09,00,50,10.0
2013,04,09,01,50,10.0
2013,04,09,02,50,9.9
2013,04,09,03,50,9.9
2013,04,09,04,50,9.9
2013,04,09,05,50,9.9
2013,04,09,06,50,9.8
2013,04,09,07,50,9.8
2013,04,09,08,50,9.8
2013,04,09,09,50,9.8
2013,04,09,10,50,9.8
2013,04,09,11,50,9.8
2013,04,09,12,50,9.7
2013,04,09,13,50,9.8
2013,04,09,14,50,9.8
2013,04,09,15,50,9.8
2013,04,09,16,50,9.8
2013,04,09,17,50,9.9
2013,04,09,18,50,10.0
2013,04,09,19,50,10.0
2013,04,09,20,50,10.1
2013,04,09,21,50,10.2
2013,04,09,22,50,10.2
2013,04,09,23,50,10.2
2013,04,10,00,50,10.2
2013,04,10,01,50,10.1
2013,04,10,02,50,10.1
2013,04,10,03,50,10.1
2013,04,10,04,50,10.0
2013,04,10,05,50,10.1
2013,04,10,06,50,10.0
2013,04,10,07,50,10.0
2013,04,10,08,50,10.0
2013,04,10,09,50,10.0
2013,04,10,10,50,10.0
2013,04,10,11,50,10.0
2013,04,10,12,50,10.0
2013,04,10,13,50,10.0
2013,04,10,14,50,10.0
2013,04,10,15,50,9.9
2013,04,10,16,50,9.9
2013,04,10,17,50,10.0
2013,04,10,18,50,10.0
2013,04,10,19,50,9.9
2013,04,10,20,50,10.0
2013,04,10,21,50,10.0
2013,04,10,22,50,10.0
2013,04,10,23,50,10.0
2013,04,11,00,50,10.0
2013,04,11,01,50,10.0
2013,04,11,02,50,10.0
2013,04,11,03,50,10.0
2013,04,11,04,50,10.0
2013,04,11,05,50,10.0
2013,04,11,06,50,9.9
2013,04,11,07,50,9.9
2013,04,11,08,50,9.9
2013,04,11,09,50,9.9
2013,04,11,10,50,9.9
2013,04,11,11,50,9.9
2013,04,11,12,50,9.9
2013,04,11,13,50,9.9
2013,04,11,14,50,9.8
2013,04,11,15,50,9.8
2013,04,11,16,50,9.8
2013,04,11,17,50,9.8
2013,04,11,18,50,9.8
2013,04,11,19,50,9.9
2013,04,11,20,50,10.1
2013,04,11,21,50,10.2
2013,04,11,22,50,10.1
2013,04,11,23,50,10.1
2013,04,12,00,50,10.2
2013,04,12,01,50,10.1
2013,04,12,02,50,10.0
2013,04,12,03,50,9.9
2013,04,12,04,50,9.8
2013,04,12,05,50,9.8
2013,04,12,06,50,9.9
2013,04,12,07,50,9.9
2013,04,12,08,50,10.0
2013,04,12,09,50,9.9
2013,04,12,10,50,9.9
2013,04,12,11,50,9.8
2013,04,12,12,50,9.8
2013,04,12,13,50,9.9
2013,04,12,14,50,9.9
2013,04,12,15,50,10.0
2013,04,12,16,50,10.1
2013,04,12,17,50,10.1
2013,04,12,18,50,10.3
2013,04,12,19,50,10.4
2013,04,12,20,50,10.3
2013,04,12,21,50,10.2
2013,04,12,22,50,10.1
2013,04,12,23,50,10.2
2013,04,13,00,50,10.3
2013,04,13,01,50,10.2
2013,04,13,02,50,10.2
2013,04,13,03,50,10.1
2013,04,13,04,50,10.0
2013,04,13,05,50,10.0
2013,04,13,06,50,9.8
2013,04,13,07,50,9.8
2013,04,13,08,50,9.8
2013,04,13,09,50,9.8
2013,04,13,10,50,9.8
2013,04,13,11,50,9.8
2013,04,13,12,50,9.8
2013,04,13,13,50,9.7
2013,04,13,14,50,9.7
2013,04,13,15,50,9.7
2013,04,13,16,50,9.7
2013,04,13,17,50,9.7
2013,04,13,18,50,9.8
2013,04,13,19,50,9.8
2013,04,13,20,50,9.9
2013,04,13,21,50,9.9
2013,04,13,22,50,9.9
2013,04,13,23,50,10.0
2013,04,14,00,50,10.0
2013,04,14,01,50,9.9
2013,04,14,02,50,9.9
2013,04,14,03,50,9.8
2013,04,14,04,50,9.8
2013,04,14,05,50,9.8
2013,04,14,06,50,9.7
2013,04,14,07,50,9.7
2013,04,14,08,50,9.7
2013,04,14,09,50,9.7
2013,04,14,10,50,9.7
2013,04,14,11,50,9.7
2013,04,14,12,50,9.7
2013,04,14,13,50,9.7
2013,04,14,14,50,9.7
2013,04,14,15,50,9.7
2013,04,14,16,50,9.7
2013,04,14,17,50,9.7
2013,04,14,18,50,9.6
2013,04,14,19,50,9.7
2013,04,14,20,50,9.7
2013,04,14,21,50,9.8
2013,04,14,22,50,10.0
2013,04,14,23,50,10.0
2013,04,15,00,50,10.0
2013,04,15,01,50,9.9
2013,04,15,02,50,9.9
2013,04,15,03,50,9.8
2013,04,15,04,50,9.7
2013,04,15,05,50,9.7
2013,04,15,06,50,9.7
2013,04,15,07,50,9.7
2013,04,15,08,50,9.7
2013,04,15,09,50,9.6
2013,04,15,10,50,9.6
2013,04,15,11,50,9.6
2013,04,15,12,50,9.5
2013,04,15,13,50,9.5
2013,04,15,14,50,9.6
2013,04,15,15,50,9.6
2013,04,15,16,50,9.6
2013,04,15,17,50,9.6
2013,04,15,18,50,9.7
2013,04,15,19,50,9.8
2013,04,15,20,50,9.8
2013,04,15,21,50,9.9
2013,04,15,22,50,9.9
2013,04,15,23,50,9.9
2013,04,16,00,50,10.0
2013,04,16,01,50,9.9
2013,04,16,02,50,9.9
2013,04,16,03,50,9.9
2013,04,16,04,50,9.9
2013,04,16,05,50,9.9
2013,04,16,06,50,9.9
2013,04,16,07,50,9.9
2013,04,16,08,50,9.8
2013,04,16,09,50,9.8
2013,04,16,10,50,9.8
2013,04,16,11,50,9.8
2013,04,16,12,50,9.8
2013,04,16,13,50,9.7
2013,04,16,14,50,9.7
2013,04,16,15,50,9.7
2013,04,16,16,50,9.7
2013,04,16,17,50,9.8
2013,04,16,18,50,9.9
2013,04,16,19,50,10.0
2013,04,16,20,50,10.1
2013,04,16,21,50,10.1
2013,04,16,22,50,10.1
2013,04,16,23,50,10.1
2013,04,17,00,50,10.1
2013,04,17,01,50,10.1
2013,04,17,02,50,10.1
2013,04,17,03,50,10.0
2013,04,17,04,50,9.9
2013,04,17,05,50,9.8
2013,04,17,06,50,9.8
2013,04,17,07,50,9.9
2013,04,17,08,50,9.9
2013,04,17,09,50,9.9
2013,04,17,10,50,9.9
2013,04,17,11,50,9.8
2013,04,17,12,50,9.8
2013,04,17,13,50,9.8
2013,04,17,14,50,9.8
2013,04,17,15,50,9.9
2013,04,17,16,50,9.9
2013,04,17,17,50,10.0
2013,04,17,18,50,10.1
2013,04,17,19,50,10.2
2013,04,17,20,50,10.4
2013,04,17,21,50,10.3
2013,04,17,22,50,10.4
2013,04,17,23,50,10.5
2013,04,18,00,50,10.5
2013,04,18,01,50,10.4
2013,04,18,02,50,10.2
2013,04,18,03,50,10.2
2013,04,18,04,50,10.1
2013,04,18,05,50,10.0
2013,04,18,06,50,10.1
2013,04,18,07,50,9.9
2013,04,18,08,50,10.1
2013,04,18,09,50,10.0
2013,04,18,10,50,10.1
2013,04,18,11,50,10.1
2013,04,18,12,50,10.0
2013,04,18,13,50,10.1
2013,04,18,14,50,10.1
2013,04,18,15,50,10.2
2013,04,18,16,50,10.3
2013,04,18,17,50,10.6
2013,04,18,18,50,10.7
2013,04,18,19,50,10.8
2013,04,18,20,50,10.8
2013,04,18,21,50,10.8
2013,04,18,22,50,10.8
2013,04,18,23,50,10.7
2013,04,19,00,50,10.6
2013,04,19,01,50,10.6
2013,04,19,02,50,10.6
2013,04,19,03,50,10.6
2013,04,19,04,50,10.6
2013,04,19,05,50,10.6
2013,04,19,06,50,10.6
2013,04,19,07,50,10.6
2013,04,19,08,50,10.7
2013,04,19,09,50,10.6
2013,04,19,10,50,10.6
2013,04,19,11,50,10.6
2013,04,19,12,50,10.6
2013,04,19,13,50,10.6
2013,04,19,14,50,10.5
2013,04,19,15,50,10.5
2013,04,19,16,50,10.4
2013,04,19,17,50,10.3
2013,04,19,18,50,10.3
2013,04,19,19,50,10.4
2013,04,19,20,50,10.3
2013,04,19,21,50,10.3
2013,04,19,22,50,10.4
2013,04,19,23,50,10.4
2013,04,20,00,50,10.3
2013,04,20,01,50,10.3
2013,04,20,02,50,10.2
2013,04,20,03,50,10.3
2013,04,20,04,50,10.5
2013,04,20,05,50,10.5
2013,04,20,06,50,10.6
2013,04,20,07,50,10.5
2013,04,20,08,50,10.5
2013,04,20,09,50,10.4
2013,04,20,10,50,10.4
2013,04,20,11,50,10.2
2013,04,20,12,50,10.1
2013,04,20,13,50,10.2
2013,04,20,14,50,10.3
2013,04,20,15,50,10.4
2013,04,20,16,50,10.4
2013,04,20,17,50,10.5
2013,04,20,18,50,
2013,04,20,19,50,10.9
2013,04,20,20,50,11.0
2013,04,20,21,50,11.4
2013,04,20,22,50,11.5
2013,04,20,23,50,11.6
2013,04,21,00,50,11.7
2013,04,21,01,50,11.7
2013,04,21,02,50,11.4
2013,04,21,03,50,11.0
2013,04,21,04,50,10.8
2013,04,21,05,50,10.7
2013,04,21,06,50,10.7
2013,04,21,07,50,10.7
2013,04,21,08,50,10.8
2013,04,21,09,50,11.1
2013,04,21,10,50,11.1
2013,04,21,11,50,11.1
2013,04,21,12,50,11.0
2013,04,21,13,50,10.8
2013,04,21,14,50,10.8
2013,04,21,15,50,10.8
2013,04,21,16,50,10.8
2013,04,21,17,50,10.8
2013,04,21,18,50,10.9
2013,04,21,19,50,11.1
2013,04,21,20,50,11.3
2013,04,21,21,50,11.5
2013,04,21,22,50,11.5
2013,04,21,23,50,11.6
2013,04,22,00,50,11.5
2013,04,22,01,50,11.5
2013,04,22,02,50,11.5
2013,04,22,03,50,11.4
2013,04,22,04,50,11.4
2013,04,22,05,50,11.1
2013,04,22,06,50,10.9
2013,04,22,07,50,11.0
2013,04,22,08,50,10.8
2013,04,22,09,50,10.7
2013,04,22,10,50,10.8
2013,04,22,11,50,10.7
2013,04,22,12,50,10.6
2013,04,22,13,50,10.6
2013,04,22,14,50,10.5
2013,04,22,15,50,10.4
2013,04,22,16,50,10.4
2013,04,22,17,50,10.5
2013,04,22,18,50,10.6
2013,04,22,19,50,10.6
2013,04,22,20,50,10.6
2013,04,22,21,50,10.9
2013,04,22,22,50,10.8
2013,04,22,23,50,10.9
2013,04,23,00,50,10.9
2013,04,23,01,50,10.9
2013,04,23,02,50,10.9
2013,04,23,03,50,10.8
2013,04,23,04,50,10.7
2013,04,23,05,50,10.6
2013,04,23,06,50,10.5
2013,04,23,07,50,10.3
2013,04,23,08,50,10.2
2013,04,23,09,50,10.1
2013,04,23,10,50,10.0
2013,04,23,11,50,10.0
2013,04,23,12,50,9.9
2013,04,23,13,50,9.8
2013,04,23,14,50,9.8
2013,04,23,15,50,9.8
2013,04,23,16,50,10.1
2013,04,23,17,50,10.2
2013,04,23,18,50,10.2
2013,04,23,19,50,10.1
2013,04,23,20,50,10.0
2013,04,23,21,50,10.1
2013,04,23,22,50,10.1
2013,04,23,23,50,10.2
2013,04,24,00,50,10.3
2013,04,24,01,50,10.2
2013,04,24,02,50,10.1
2013,04,24,03,50,10.2
2013,04,24,04,50,10.1
2013,04,24,05,50,10.0
2013,04,24,06,50,9.9
2013,04,24,07,50,9.9
2013,04,24,08,50,9.8
2013,04,24,09,50,9.7
2013,04,24,10,50,9.6
2013,04,24,11,50,9.5
2013,04,24,12,50,9.5
2013,04,24,13,50,9.5
2013,04,24,14,50,9.6
2013,04,24,15,50,9.6
2013,04,24,16,50,9.8
2013,04,24,17,50,10.0
2013,04,24,18,50,10.2
2013,04,24,19,50,10.2
2013,04,24,20,50,10.3
2013,04,24,21,50,10.3
2013,04,24,22,50,10.3
2013,04,24,23,50,10.2
2013,04,25,00,50,10.1
2013,04,25,01,50,10.0
2013,04,25,02,50,9.9
2013,04,25,03,50,9.8
2013,04,25,04,50,9.8
2013,04,25,05,50,9.6
2013,04,25,06,50,9.5
2013,04,25,07,50,9.4
2013,04,25,08,50,9.3
2013,04,25,09,50,9.3
2013,04,25,10,50,9.3
2013,04,25,11,50,9.3
2013,04,25,12,50,9.4
2013,04,25,13,50,9.4
2013,04,25,14,50,9.4
2013,04,25,15,50,9.4
2013,04,25,16,50,9.4
2013,04,25,17,50,9.6
2013,04,25,18,50,9.6
2013,04,25,19,50,9.3
2013,04,25,20,50,9.5
2013,04,25,21,50,9.8
2013,04,25,22,50,9.9
2013,04,25,23,50,9.9
2013,04,26,00,50,9.8
2013,04,26,01,50,9.8
2013,04,26,02,50,9.7
2013,04,26,03,50,9.6
2013,04,26,04,50,9.5
2013,04,26,05,50,9.7
2013,04,26,06,50,9.9
2013,04,26,07,50,10.1
2013,04,26,08,50,10.1
2013,04,26,09,50,10.0
2013,04,26,10,50,9.9
2013,04,26,11,50,9.6
2013,04,26,12,50,8.8
2013,04,26,13,50,8.8
2013,04,26,14,50,8.9
2013,04,26,15,50,9.0
2013,04,26,16,50,9.1
2013,04,26,17,50,9.2
2013,04,26,18,50,9.2
2013,04,26,19,50,9.4
2013,04,26,20,50,9.5
2013,04,26,21,50,9.6
2013,04,26,22,50,9.7
2013,04,26,23,50,9.9
2013,04,27,00,50,9.8
2013,04,27,01,50,9.6
2013,04,27,02,50,9.8
2013,04,27,03,50,9.6
2013,04,27,04,50,9.7
2013,04,27,05,50,9.7
2013,04,27,06,50,9.7
2013,04,27,07,50,9.7
2013,04,27,08,50,9.7
2013,04,27,09,50,9.7
2013,04,27,10,50,9.9
2013,04,27,11,50,9.9
2013,04,27,12,50,10.0
2013,04,27,13,50,10.1
