DN,C,R,P,S,T
735538.1631944445,13.070869148687072,1008.1774625649041,2.835494758926811,10.851187071550925,9.980546098797463
735538.1666666667,13.442292403414685,1008.4494522564758,2.8615059817545454,11.196025215686214,9.946107447287236
735538.1701388889,13.70848926353433,1008.6421132567388,2.890498518088396,11.441452542758189,9.929849403538626
735538.1736111111,13.90499760173854,1008.7835376852687,2.921485528661368,11.621910082476619,9.921527156491647
735538.1770833334,14.452490079785134,1009.1662697464458,2.9504939256141163,12.115712700238209,9.930172090727712
735538.1805555556,15.114089486715315,1009.6400101473034,2.9794958051964193,12.723189593947255,9.916443375458256
735538.1840277779,15.604242924590036,1009.9961050477484,3.0144792159290907,13.178499987956101,9.897757564259502
735538.1875,15.917607277388703,1010.2231517555178,3.0554516321998912,13.469241837789449,9.889327724983014
735538.1909722222,16.285468830637964,1010.4846532799709,3.086486618903612,13.806208909320302,9.8931873768803
735538.1944444445,16.512521322056685,1010.6430985303962,3.11549497284994,14.011550087780982,9.903367647122332
735538.1979166667,17.187967086384933,1011.1228064631077,3.1444968534015514,14.630871793227975,9.915562094549436
735538.2013888889,17.88152003477944,1011.6148032255486,3.1744956897868972,15.266765449443808,9.933445544181545
735538.2048611111,18.418767344809332,1011.9919696255446,3.2034922872216414,15.756203353286974,9.957920020763712
735538.2083333334,19.44399376665596,1012.7233555709955,3.2314973401229383,16.701968405251982,9.984614544362573
735538.2118055556,20.534230884079545,1013.5108302918285,3.2585022915641084,17.718312521132148,10.00084920102542
735538.2152777779,21.25967588185096,1014.038482236188,3.2835101833719627,18.39881361288166,10.009174511314274
735538.21875,21.96165795334219,1014.5494171822722,3.307507920072685,19.0582281442437,10.019864762916464
735538.2222222222,22.285109577457643,1014.7875340051306,3.3305126821456943,19.36471408839102,10.021096124815164
735538.2256944445,22.776852255930983,1015.1525437011278,3.351520502563568,19.834013330021484,10.018807278290659
735538.2291666667,22.89438938932602,1015.2345486202023,3.3705280635975035,19.941071749438077,10.027871793388918
735538.2326388889,23.189203657660357,1015.4501444728445,3.3885323292587843,20.21935388439379,10.033283611821115
735538.2361111111,23.696754391532846,1015.8321538395869,3.4075250719220347,20.709301748785514,10.02492735950724
735538.2395833334,23.74497084520207,1015.8720761034863,3.4215422515940777,20.759344810036833,10.018121713822008
735538.2430555556,23.849402741986484,1015.954441910084,3.4345462878076995,20.863872460433846,10.010424088392163
735538.2465277779,23.974945218190555,1016.050605286544,3.44655019392848,20.98672348977404,10.006113173262584
735538.25,24.078709195688454,1016.1286437067462,3.455557384223206,21.086871090324085,10.005003614392045
735538.2534722222,24.225386986380098,1016.2383462305329,3.4605708468010157,21.227845383681167,10.00480064438883
735538.2569444445,24.25829726913023,1016.2648172849174,3.464574328264853,21.261395185467844,10.00161010260551
735538.2604166667,24.331054636751883,1016.3204277616229,3.4655838642708043,21.33247983173345,9.999506493726962
735538.2638888889,24.338049443696242,1016.3233915231738,3.465586956521739,21.336986982016768,10.003288495735749
735538.2673611111,24.387797871985214,1016.3621735862943,3.4665837068120817,21.386438814401014,10.00050909918704
735538.2708333334,24.50166659589177,1016.4469295256528,3.463596513919168,21.495651473573766,10.001098088520513
735538.2743055556,24.545663394444496,1016.4786016889421,3.458602561451543,21.536772351674205,10.003093758028077
735538.2777777779,24.564851597174954,1016.4878718835168,3.4545991810795718,21.550259047731263,10.011474328428552
735538.28125,24.57358147760324,1016.4834147529638,3.4446197408858317,21.54780819609102,10.02974000461371
735538.2847222222,24.567280412291982,1016.4821041788945,3.4336223163976096,21.54510867924226,10.024018644298184
735538.2881944445,24.568117291268695,1016.4796078742189,3.4186342018351805,21.54300661434388,10.02908393659343
735538.2916666667,24.567372313655788,1016.4890706936934,3.4046301447630847,21.552171619155686,10.012351825889615
735538.2951388889,24.540441571858622,1016.4691604012281,3.3886352775042643,21.526577615578177,10.011801510030704
735538.2986111111,24.544406836118974,1016.4579363141546,3.3746323492149344,21.51653242335228,10.035223805122136
735538.3020833334,24.55275342838715,1016.4741481917117,3.3596346328605873,21.534442788393385,10.01865307965725
735538.3055555556,24.509764352245952,1016.438710844495,3.3396492287098987,21.489839489701478,10.023983186509197
735538.3090277779,24.402387955425702,1016.3557533521974,3.33360524909917,21.38402316886794,10.028386585443217
735538.3125,24.317348007557715,1016.2925067311171,3.3305967697076806,21.302665937339007,10.028001308424793
735538.3159722222,24.235123660427693,1016.236678959395,3.3265997851522076,21.22913572608485,10.018729826565838
735538.3194444445,24.24395134212359,1016.2417833457516,3.3235963834547686,21.23617706112963,10.021092458453577
735538.3229166667,24.293586865371335,1016.2786861338172,3.3186023438437515,21.283653512694446,10.021399076760678
735538.3263888889,24.054931628379062,1016.0937591542903,3.3145990072607545,21.047813102481207,10.033064751588382
735538.3298611111,23.973551770324207,1016.0385772740209,3.3086063660860656,20.975233238264654,10.023630731810183
735538.3333333334,24.11442104331717,1016.1437648204451,3.3026059827973224,21.110568737753457,10.023400634209187
735538.3368055556,24.065782949259912,1016.1063177249583,3.295608699917746,21.06275034005239,10.025294098221083
735538.3402777779,24.125716695650706,1016.1509634417574,3.28761128761174,21.12032390373612,10.0253
735538.34375,24.150001084842874,1016.1710347269172,3.2796130657548663,21.145518082281068,10.021911096424079
735538.3472222222,24.186054519905273,1016.1987113660675,3.2706157545503487,21.18098640777604,10.02050447969334
735538.3506944445,24.294599016814754,1016.2811410571748,3.260618305532059,21.286668013980712,10.018107523762477
735538.3541666667,24.339014271420726,1016.3134014501833,3.2486237975746963,21.32837259135852,10.01959539486838
735538.3576388889,24.362360037203313,1016.3307480087464,3.2376200145442304,21.35083268184511,10.0196
735538.3611111111,24.364882060219987,1016.3327935448943,3.224628914708795,21.353491608362592,10.019300968265854
735538.3645833334,24.37069158744422,1016.3370863962217,3.212624920554271,21.359082283451485,10.019200316366938
735538.3680555556,24.401504277361347,1016.3597296567207,3.199627241219133,21.38840889460743,10.019798140706275
735538.3715277779,24.415956310260363,1016.3707666258933,3.186626398647804,21.40255722046327,10.019301517004848
735538.375,24.431140537111176,1016.3819635296671,3.0699679412480227,21.417551155804325,10.018701953767827
735538.3784722222,24.450159248544196,1016.3961546678576,3.06161249575697,21.43584157899941,10.01860031924044
735538.3819444445,24.472559912176433,1016.413346206579,3.0536119767175687,21.45783119446147,10.017902189267133
735538.3854166667,24.4869958663317,1016.4244660039058,3.044614520922482,21.47205650950105,10.017301837626716
735538.3888888889,24.506880341825443,1016.438458029425,3.035613937605709,21.490345138462594,10.018596102732316
735538.3923611111,24.514126782513582,1016.443483899108,3.026615938127534,21.496978746822418,10.019198067892946
735538.3958333334,24.523161467415015,1016.4507769593064,3.0166185191157484,21.50637033116163,10.018103471885341
735538.3993055556,24.520338841536187,1016.4489058737478,3.0076147795377173,21.50380803776017,10.017800927433864
735538.4027777779,24.518445720273462,1016.4470057505395,2.9009108026913704,21.50200544787949,10.0178
735538.40625,24.485377766184616,1016.4223802479578,2.8946064499527826,21.470303315184527,10.017600649781036
735538.4097222222,24.476657518351857,1016.415322294961,2.8886060664883075,21.461428027950966,10.018497133505015
735538.4131944445,24.500116489317346,1016.4328450853984,2.8826056774086637,21.484029172644473,10.0185
735538.4166666667,24.50213404216263,1016.4339966391686,2.8756083436302338,21.485695111518062,10.018898777879516
735538.4201388889,24.494383266257778,1016.4284167469208,2.868607890172698,21.478521531755273,10.018501196208625
735538.4236111111,24.493333309153698,1016.4276025702164,2.860612658686382,21.47740353404764,10.018599678722941
735538.4270833334,24.482494228355414,1016.4194258208385,2.8536089987009348,21.467032748380518,10.0186
735538.4305555556,24.492100177369554,1016.4258799537644,2.7180063854504612,21.476171626866584,10.018799383192754
735538.4340277779,24.4845429762875,1016.4189211345614,2.715592994967863,21.467625965318334,10.020993357709264
735538.4375,24.37164707094157,1016.3352719644295,2.7115999226447194,21.35985040947354,10.019803889836894
735538.4409722222,24.294335280323768,1016.2782808064571,2.707599666993239,21.28633323715202,10.018504130903239
735538.4444444445,24.271460659907778,1016.2614519832802,2.7016056331493457,21.26456723585938,10.018101245108507
735538.4479166667,24.23724439141962,1016.2336847323055,2.6966021961450415,21.22950698215558,10.021788722678757
735538.4513888889,24.194716932820292,1016.2021939690679,2.6925988891017902,21.189020817373017,10.021301491572506
735538.4548611111,24.008229280864448,1016.06224971708,2.686606188898647,21.009177932926082,10.022795191905773
735538.4583333334,23.916895939893365,1015.9955089101616,2.6806058055588764,20.922969855381677,10.020407539614856
735538.4618055556,23.810866341293053,1015.915745517443,2.594851549254869,20.82101381928813,10.02109784633822
735538.4652777779,23.85745826250328,1015.9492978984033,2.5905990039077755,20.864467779938252,10.023093976306981
735538.46875,23.86856442464805,1015.9590686290079,2.586599893013357,20.876660867112854,10.020408732131843
735538.4722222222,23.70863872860787,1015.8370880375247,2.582599637486602,20.720696142750246,10.025384148793922
735538.4756944445,23.757406501991483,1015.8765757855485,2.5776024833281843,20.770443489791038,10.02001676895096
735538.4791666667,23.787458813965316,1015.899630067396,2.5735991187137612,20.79991060788864,10.018803648657608
735538.4826388889,23.679183432640404,1015.8191404393904,2.568601835196889,20.696309476443115,10.018600595147005
735538.4861111111,23.735428512273348,1015.8603669623008,2.5645997486081997,20.749627946437112,10.019596801978386
735538.4895833334,23.769393785479377,1015.8842254085102,2.5596026270027994,20.780802529607804,10.021892791578713
